保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(9.6860, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6860, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2928, device='cuda:0')
epoch= 0 sampleNo.= 36 minloss= tensor(8.3698, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2811, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3219, device='cuda:0')
保存参数 
epoch= 0 sampleNo.= 37 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4858, device='cuda:0')
epoch= 0 sampleNo.= 38 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2807, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3056, device='cuda:0')
epoch= 0 sampleNo.= 39 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8976, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3923, device='cuda:0')
epoch= 0 sampleNo.= 40 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6203, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4177, device='cuda:0')
epoch= 0 sampleNo.= 41 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5348, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2844, device='cuda:0')
epoch= 0 sampleNo.= 42 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6541, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4131, device='cuda:0')
epoch= 0 sampleNo.= 43 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8799, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3654, device='cuda:0')
epoch= 0 sampleNo.= 44 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7898, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4056, device='cuda:0')
epoch= 0 sampleNo.= 45 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0163, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3719, device='cuda:0')
epoch= 0 sampleNo.= 46 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5403, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4421, device='cuda:0')
epoch= 0 sampleNo.= 47 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3193, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3311, device='cuda:0')
epoch= 0 sampleNo.= 48 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7981, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3966, device='cuda:0')
epoch= 0 sampleNo.= 49 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.8852, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2867, device='cuda:0')
保存loss
epoch= 0 sampleNo.= 50 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1713, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3559, device='cuda:0')
epoch= 0 sampleNo.= 51 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9644, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3884, device='cuda:0')
epoch= 0 sampleNo.= 52 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8856, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3726, device='cuda:0')
epoch= 0 sampleNo.= 53 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6469, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2423, device='cuda:0')
epoch= 0 sampleNo.= 54 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0253, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3619, device='cuda:0')
epoch= 0 sampleNo.= 55 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9017, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3638, device='cuda:0')
epoch= 0 sampleNo.= 56 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0632, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3519, device='cuda:0')
epoch= 0 sampleNo.= 57 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3832, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2547, device='cuda:0')
epoch= 0 sampleNo.= 58 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6313, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2321, device='cuda:0')
epoch= 0 sampleNo.= 59 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1823, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1833, device='cuda:0')
epoch= 0 sampleNo.= 60 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1688, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3639, device='cuda:0')
epoch= 0 sampleNo.= 61 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8317, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3804, device='cuda:0')
epoch= 0 sampleNo.= 62 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1365, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3209, device='cuda:0')
epoch= 0 sampleNo.= 63 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1388, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3428, device='cuda:0')
epoch= 0 sampleNo.= 64 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2376, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3185, device='cuda:0')
epoch= 0 sampleNo.= 65 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9913, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3464, device='cuda:0')
epoch= 0 sampleNo.= 66 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5236, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2848, device='cuda:0')
epoch= 0 sampleNo.= 67 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3108, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3137, device='cuda:0')
epoch= 0 sampleNo.= 68 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7232, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0178, device='cuda:0')
保存loss
epoch= 1 sampleNo.= 0 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3080, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4817, device='cuda:0')
epoch= 1 sampleNo.= 1 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8343, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4096, device='cuda:0')
epoch= 1 sampleNo.= 2 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.8621, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2299, device='cuda:0')
epoch= 1 sampleNo.= 3 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.8636, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2749, device='cuda:0')
epoch= 1 sampleNo.= 4 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5272, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2735, device='cuda:0')
epoch= 1 sampleNo.= 5 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8261, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3856, device='cuda:0')
epoch= 1 sampleNo.= 6 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5680, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4138, device='cuda:0')
epoch= 1 sampleNo.= 7 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9877, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3686, device='cuda:0')
epoch= 1 sampleNo.= 8 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8864, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3778, device='cuda:0')
epoch= 1 sampleNo.= 9 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0679, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3338, device='cuda:0')
epoch= 1 sampleNo.= 10 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9252, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3884, device='cuda:0')
epoch= 1 sampleNo.= 11 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5462, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4359, device='cuda:0')
epoch= 1 sampleNo.= 12 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0565, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3747, device='cuda:0')
epoch= 1 sampleNo.= 13 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0676, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1948, device='cuda:0')
epoch= 1 sampleNo.= 14 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5190, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2926, device='cuda:0')
epoch= 1 sampleNo.= 15 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2946, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4861, device='cuda:0')
epoch= 1 sampleNo.= 16 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5088, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4631, device='cuda:0')
epoch= 1 sampleNo.= 17 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1378, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5171, device='cuda:0')
epoch= 1 sampleNo.= 18 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3888, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2857, device='cuda:0')
epoch= 1 sampleNo.= 19 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9106, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3640, device='cuda:0')
epoch= 1 sampleNo.= 20 minloss= tensor(8.0778, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9516, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3597, device='cuda:0')
保存参数 
epoch= 1 sampleNo.= 21 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5804, device='cuda:0')
epoch= 1 sampleNo.= 22 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1939, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3305, device='cuda:0')
epoch= 1 sampleNo.= 23 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5767, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4315, device='cuda:0')
epoch= 1 sampleNo.= 24 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2730, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2959, device='cuda:0')
epoch= 1 sampleNo.= 25 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8167, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3770, device='cuda:0')
epoch= 1 sampleNo.= 26 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1645, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3184, device='cuda:0')
epoch= 1 sampleNo.= 27 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7892, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2197, device='cuda:0')
epoch= 1 sampleNo.= 28 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3412, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4698, device='cuda:0')
epoch= 1 sampleNo.= 29 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8683, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3981, device='cuda:0')
epoch= 1 sampleNo.= 30 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9649, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3703, device='cuda:0')
epoch= 1 sampleNo.= 31 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0978, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3248, device='cuda:0')
epoch= 1 sampleNo.= 32 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6802, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4162, device='cuda:0')
epoch= 1 sampleNo.= 33 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6896, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4042, device='cuda:0')
epoch= 1 sampleNo.= 34 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5519, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4255, device='cuda:0')
epoch= 1 sampleNo.= 35 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0736, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3598, device='cuda:0')
epoch= 1 sampleNo.= 36 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8710, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3788, device='cuda:0')
epoch= 1 sampleNo.= 37 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8139, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3886, device='cuda:0')
epoch= 1 sampleNo.= 38 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8671, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3765, device='cuda:0')
epoch= 1 sampleNo.= 39 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6568, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4098, device='cuda:0')
epoch= 1 sampleNo.= 40 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7115, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4084, device='cuda:0')
epoch= 1 sampleNo.= 41 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2460, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3204, device='cuda:0')
epoch= 1 sampleNo.= 42 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0223, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3269, device='cuda:0')
epoch= 1 sampleNo.= 43 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1833, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3518, device='cuda:0')
epoch= 1 sampleNo.= 44 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6700, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4026, device='cuda:0')
epoch= 1 sampleNo.= 45 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3487, device='cuda:0')
epoch= 1 sampleNo.= 46 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2167, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3183, device='cuda:0')
epoch= 1 sampleNo.= 47 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7831, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3953, device='cuda:0')
epoch= 1 sampleNo.= 48 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3946, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3021, device='cuda:0')
epoch= 1 sampleNo.= 49 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6832, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4116, device='cuda:0')
保存loss
epoch= 1 sampleNo.= 50 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5607, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2459, device='cuda:0')
epoch= 1 sampleNo.= 51 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.2626, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2825, device='cuda:0')
epoch= 1 sampleNo.= 52 minloss= tensor(7.5104, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7760, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3980, device='cuda:0')
